Id,Title,Tags
36686512,Explain the out put of this code about Pointers,c
36686547,Property or indexer NodaTime.LocalDateTime.Month cannot be assigned to  it is read only,c#
36686724,Ruby  Check if a particular element in the array starts with a String,arrays
36687256,can we compare two files one is having different fields and other is a c fie using shell script,c
36687536,How to open 2 Visual Studio instances with same Git projects and different branches,git
36688022,Removing header column from pandas dataframe,python
36688278,Unable to setup DKIM TXTValue as DNSRecord,google-apps
36688297,Nonconsumable In App Purchases for 30k items,ios
36688356,When should we use   operator in javascript,javascript
36688871,Which is the best practices to create a responsive table,html
36691707,How to declare a property of NSArray of NSObjects in Objective C,ios
36693194,hican anyone help how to push the data in xml view into the newly created json model,sapui5
36694057,Display timeline in HTML table,jquery
36694473,Apple rejects app because it cant reach my ASP.NET API,ios
36695311,How to use Progress bar in C#,c#
36695522,Swapping strings,c
36696662,How to for loop an image name based on user,php
36698451,Issue when accessing hash by key,python
36698827,Address is not incrementing,c
36699708,How do I reference and dereference different data types from void pointer,c
36700341,Making a checkers board in python,python
36700531,how reduce memory project console application c#,c#
36700756,Why is ToString defined on Object in .NET,.net
36701431,Custom loop in Python,python
36703217,Code Elegance Java Strings,java
36706406,HTML PHP IF li element clicked ORDERBY DESC or ASC,php
36710131,Mailing code giving an error,php
36710818,Filtering out letters only and numbers only from dictionary,python
36710882,Arithmatic Operation in Java,java
36714104,Call from TableView Swift2,ios
36714335,Unable to print the background text all pages,javascript
36715375,PHP How to find the occurrence of each and every value in an array,php
36716354,Copy a directory when logged in via ssh to my desktop via terminal,macos
36716905,Used stored procedure with c#,c#
36717331,implicit conversion of nsinteger aka long to nsstring  is disallowed with arc,objective-c
36717337,Insert data to the controls in one windows application from another application,c#
36717455,How to short multidimensional PHP array recent news time based implementation,php
36718186,styling the footer changes header parent element,html
36718219,Popup in android after i scan,android
36718226,Create XMl file in particular format in c#,c#
36718707,How to select the last blcok element in a repeated html in webdriver,python
36724441,php session not working when redirecting in another page,php
36725009,Read numerical values from a file with lines of strings,python
36725975,Best way to achieve custom ui layout in Visual Studio c#,c#
36725982,im having this error,php
36726727,Whats the name of an OSXlike list object in Java FX in Windows,java
36727514,Are these statements equivalent import package vs from package import ,python
36727559,I want to print the most visited sitesurls in the browser.,c++
36728042,Where i can learn about openstack and cloud computing,cloud
36728913,Why compilation fails,java
36728981,Best merge or join function in r,r
36729103,Need Assistance Understanding ls d command in linux,linux
36729206,getting a number using regular expressions,javascript
36730541,whats wrong with this simple code,java
36731186,Python re.search Patterns,python
36731682,Why does this change to the makefile make the performance go up,c
36733078,What is the difference between events and helpers,meteor
36733513,Keep getting matching error in haskell when testing function,haskell
36734039,Getting Error I cannot ger it,android
36734261,expected primary expression before  token ...... line 10 column 21,c++
36734514,Counting the number of elements associated with another value in R,r
36734662,email and mobilenumber validation same textbox html5 with button,javascript
36735996,How to encrypt with both the private key and public key,bash
36736009,How to acess different date format in js,javascript
36736134,Float Exponent from user input,c
36736286,convert dollar into Indian rupee,mysql
36736882,Grovy ALM HpQC  How to fill STACTUAL design step field,groovy
36737908,i want to display All name values in array underscorejs,javascript
36738200,Is it possible to use the instance defined in managed C++ class in C#,c#
36738439,Auto Generate alphanumeric Unique Id with C# with sql server,c#
36740273,insert into column data into new table,sql-server
36741334,Add a security code to http get request,java
36741932,Error unexpected ,r
36742008,is it possible to use JavaScriptSpellCheck in jsp pages,javascript
36743857,MapString Integer foo  how do I get the value of the integer  JAVA,java
36744886,Facebook SDK iOS  User photos doesnt retrieving in release build but works perfectly in Debug build.,ios
36746382,Validate user input using seperate function,python
36747527,Get wikipedia city info  Java,java
36747956,Letting users two times a day on Application,java
36749367,how to make autoincriment key in ms sql which reset to 0 on every day start,sql-server
36750201,PHP  Anti mitm attack idea,php
36751601,How to deserialize and array string inside an array string in C#,c#
36752271,Angular How to show right and cross symbol conditionally with ngrepeat,angularjs
36752683,Java if else loop not working,javascript
36753558,Not finding occurences as intended,c++
36756163,keeps on giving error on the line compareResult  v.compareTot.getdat Thanks,java
36757313,Java Math Prooblem,java
36757896,syntax issue with a simple python script,python
36758705,How to get icon back in dockMac,macos
36760308,I already asked  but how to access view page without id value in the url.,php
36761307,Xcode 7.2 quits unexpectedly,ios
36761913,Oracle Perfromance Tuning,sql
36763080,cant Javascript ajax response stored in global variable,javascript
36764957,unable to fetch data from sql,php
36764983,Async and Await programming help please.,c#
36766907,How to write correctly regex pattern for less comman,regex
36767564,How to insert Null Values of type double in ANDROID,android
36768552,C#. Count Consecutive 1 bits in ulong,c#
36768642,How do I display RSS feeds from other web sites,php
36770341,usage of interface in the android development,java
36770646,The Value value from final Variable Give me minus,php
36770676,nodeJs  cant acces required properties,javascript
36770700,Illegal instruction 4  Python,python
36770959,java return statement not returning,java
36771777,Diffrent size on navbar on diffrent pages,html
36773104,How do I return multiple strings from a method in C#,c#
36773830,Why templates must be defined outside class,c++
36774337,convert char to int in C,c
36775700,plots the function with arraysin matlab,matlab
36776523,read textfile to a 2D verctor in c99,c++
36777229,How to show an bootsrap modal popup using inside php code,javascript
36777718,Double variable to setlatitude error,android
36777736,How can I determine whether a checkbox is checked in jQuery,javascript
36777873,Why does this code using fork work,c
36778239,Longest substring of repeated characters,string
36778684,Why I am getting null exception when using an Interface,c#
36778692,What is the benefit of using a pointer C++,c++
36780776,python application that queries a database,python
36781123,Sorting top three using mysqlphp,php
36781273,Unreachable code user image upload,java
36781308,Passing any array type to a function in C,c
36781453,If abstract base class contains parameterised constructor and derived does not why cant it be used,c#
36782473,Haveing trouble getting rid of the extra space to the right of my content,html
36784340,Finding the last row with data using vba,vba
36786655,How to Connect Mongodb to PHP Please tell me step by step,php
36787167,Install programm on computer,java
36787467,DJANGO Showing manytomany fields in template,django
36787577,Linuxi can not understand a m4 command,m4
36789179,Get the id of the clicked link,javascript
36789626,PHP Fatal error Uncaught Error Exception,php
36790919,Why do we need object Serialization in C++,c++
36791290,UNIX script to check if httpd service is on or off and if off send a email,linux
36793446,I am not able to get specific values from url,php
36795897,how to convert mysql query to php query,php
36796243,building a calendar using javascript where you can add and modify events,javascript
36797435,PCR Doller weighted Put Call Ratiocalculation issues,python
36797925,Include path with constant and variable,php
36798304,PHP if condition number issue,php
36798763,could not convert string to float price0  python,python
36799950,Operator Overloading in Binary Tree c++,c++
36800380,Perl using unpack to split a string into fixed length  then reading the next line,perl
36800503,Javascript Uncaught SyntaxError Unexpected token if,javascript
36801645,My site wont display content images,javascript
36801665,Invalid types intint for array subscript  multidimensional array,c++
36801729,php how to save the day  month and year enter by user in variables to show value in database,php
36801910,Formatting Joda Time LocalDate to MMddyyyy,java
36803752,Replace values in json string,javascript
36804103,How to change label text by the value of Progress View,ios
36805406,How to find unique identifier for an android device,android
36805418,thread.sleep not doing what is supposed to,java
36805459,Java retreive and compare two dates plus time,java
36805757,Whats the difference between ArrayListInteger a and ArrayListInteger a,java
36806671,Include and compile cpp header file from c,c++
36806960,Deal with segmentation fault,c++
36807721,Attempt to invoke virtual method when displaying TOAST,java
36808330,ReferenceError  is not defined or Uncaught ReferenceError  is not defined,javascript
36809036,How to use VBA to write a macros that will format all the cells in the workbook,vba
36809080,Find all possible latitudeslongitudes in 500 meter circle radius,android
36810922,How can I run time in C++,c++
36811448,How to Get Windows 10 Insider Preview Build Faster,windows-10
36811538,Cython interfaced with C++ segmetation fault for large arrays,python
36812552,check internet on application launch in android,java
36812664,can someone help me I cant get rid of that typeerrortuple object is not callable,python
36812933,I have 2 CTE.When i try to join them i get an error message ORA01789 .how can i merge the 2 CTE.Is there any other way to get the desired result,oracle
36813047,non standard characters cause program to end,python
36813503,clarification using strdup or strcpy,c
36814220,assign a default value to a variable and change into database,c#
36814550,What counts as a transaction on the free API license,alchemyapi
36816701,how to translate this PHP code to PDO form  brcause i am getting undefined function in PHP 7 using XAMPP,php
36816926,C# Parent and Child class  picking the child out of a parent class,c#
36817565,Python IndentationError unexpected indent,python
36817996,mysql workbench trying to produce a set of results that i cant figure out,mysql
36818211,Functions in Haskell specifically swap function,haskell
36818634,PHP insert  into SQL,php
36818857,how to auto create new app in Google Play by API,android
36819395,How to add and retrieve from array list,java
36819816,iOS  Objective C Sort NSArray of NSDictionarys via key name,ios
36819951,What is wrong with my Syntax here SQLite,java
36820429,Get average of numbers,java
36820736,print all the permutaions using recursion,c
36823769,How to activate a function after a given time,ios
36825001,I need help for my form validation.I dont get error msgs all at once but appears only at the first text of name first name,javascript
36825266,Using python to code Ev3 windows,python
36825793,How do I code an image generator that will generate every 64 x 64 picture ever,javascript
36826063,slideshow javascript onmouseover,javascript
36826418,ruby on rails identifier error 1,ruby-on-rails
36826583,I want to collect datas in websites and store them in a database using php,javascript
36827050,Change value of div while scrolling,javascript
36827730,How to divide div into 3x3 equivalent divs,css
36829016,Java  Finding the Highest Value Card of the Same Suit,java
36829207,IPv6 structure definition error,c
36829334,Null pointer exception during ParseJSON,java
36829817,PHP Check if User is already registered,php
36829926,Picturerbox dispose causing the picturebox invisible,c#
36833629,What exactly onCreate method will do in a Fragment Life Cycle in an Android Application,android
36833847,PHP MYSQLI Call to a member function bindparam,php
36834387,Error in SQL query SQL update,mysql
36836638,Is it possible to use greater than equal to operator in group by,sql
36836886,Git Change name and email across entire repository history,git
36837370,I am trying to display session count from weblogic server and trying to display in java,weblogic
36837512,Will it be possible to do live video streaming in a webpage without using server side scripting or programming,javascript
36837919,The manually added controller can not be opened using url in mvc 5,c#
36838336,Making Azure Virtual Machine VPNReady,azure
36838546,How to assign GET value via a href,php
36839605,Convert VB Date code to C#,c#
36840016,Zoom image on hover,html
36840086,Deployment target iOS 9.0 to 7.0,ios
36840880,who define variable in function and use in class,php
36842304,Store .xls .csv .xlsx into Microsoft Sql Server,java
36843488,Are asserts disabled in release build,c++
36843563,php merge Boolean variable,php
36843718,Static field requires null instance nonstatic field requires nonnull instance. Parameter name expression,c#
36843822,How should I read this regex pattern of bash,regex
36846837,What is the time complexity of the following code in which a variable jumps multiple of 2,c
36847402,How can i SELECT row with max value,sql
36848752,How to perform student t test contain mulitple observation in R,r
36851070,How does this code I found work Cipher,vb.net
36852074,The definition of graph in C,c
36853242,How to create a list of random numbers,java
36854711,Not sure why this Java Null Pointer Exception is happening,java
36854980,i am writing code in angularjs using html . in this minlength and maxlength validations are not working .here my code,javascript
36855902,How to add date and time seperately in java,java
36856651,Broadcast receiver does not reaceive sms in android,android
36857171,how can I creat button and picture horizontal,android
36858166,Scroll an element inside a Div up to visible area,javascript
36859274,regular expression,regex
36859397,matrix row sum in cuda,matrix
36859666,How run python with html or php,php
36859831,Configuration Linux Kernel,c
36860585,Parse retrieving value of nested object,javascript
36861230,copying and pasting values to the next empty row,vba
36861255,How to size an array in c 32 bit mcu,c
36862361,#python #guessing game not working #errorunexpected indent,python
36862764,Iam Applying Autolayouts programatically But i received below type of message Can anyone pls help me,ios
36865442,save all the effect of a webpage forever,javascript
36867920,Calculating age in Javascript with YYYYmmdd format,javascript
36868321,Filter with a condition,r
36868980,Need help creating a relevancy calculator in JavaScript,javascript
36870842,Graphing any rational functions in python considering the asymptotes,python
36871127,Understanding Liskov Substituion Principle,c#
36871297,Using the GPU on IOS for combining images,ios
36871856,Php function creates new array data from input or references to it,php
36872789,Javascript  how to combine AJAX with JSON,javascript
36872970,Connecting multiple phone calls visa VOIP using c#,c#
36875122,Dynamic char array from class dont printing the proper result,c++
36876517,Another but specific playpause issue,ios
36877360,get multiple Elements By Tag Name in JavaScript,javascript
36877472,C+ Programming what am I doing wrong,c#
36877844,MVC C#  Not All Code Paths Return A Value,c#
36877861,Why is correct id is not inserting into table,php
36877968,whats wrong with my return statement and static method,java
36878294,TCP android Class Cast Exception,java
36878737,How do I serialize an object for the query in a GET request,javascript
36879197,Need clarification on cmd powershell developer command prompt etc,powershell
36879381,What is happening in binary IO in C,c
36879699,Convert Date Time to Format,c#
36880338,Directory comparision,python
36880637,How to call an activity from on Itemclick listener,android
36882615,how can i get non repeating value Im using sql select view,sql
36882639,Convert tab file data to csv or excel format using java,java
36883349,After iptables P INPUT DROP in Ubuntu How can apply my additional rule,linux
36883574,Is there any method to convert seconds to LocalDateTime or ZonedDateTime object in java 8,java
36884681,email validation checking in Javascript,javascript
36885990,Having a probelm with a Struck constance which wont allow me to create a calender,ruby-on-rails
36886501,how to continuously sync local data between iphone to iwatch when iPhone app in background mode ,ios
36886503,Sort a list according to a property java,java
36887764,Insert a string on regex match in ruby,ruby
36888178,golang slice copy is not working as expected,go
36889081,Goolgle Window Toolkit plugin is not working for chrome browser,gwt
36889255,Where to learn android programming,android
36889988,Is it faster to concatenate a string or an array in JavaScript,javascript
36891079,Locatio Based Android Development,java
36891354,The Tomcat server is running properly but still error 404 is generated,java
36891918,hi guys i want upload four image in my databese and i dnt know how to go abt it,php
36892875,C# Writing to a excel file,c#
36893986,copy list element of key values in dictionary through python language,python
36895888,Should we put all css inside HTML document,html
36896418,Why would I choose a Windows Service over a Web API service,c#
36897709,Iterate through an array with multiple dictinaries,arrays
36897884,drop down value is not appearing in the drop downlist,php
36898404,i want to sort this list in python from a file,python
36899040,Printing ArrayListString into output,java
36899417,Calculating With Very Big Numbers,c++
36899640,C# How to create a zip file from 3 directory contents,c#
36900230,Copy lines and replace beginning of some lines,bash
36900800,c# foreach iteration but only within specified date,c#
36901131,Converting char to System String on C++,.net
36901182,if clause teminates the workflow in JavaScript,javascript
36901432,Obtain the pdf file path from a website after being execute from a Delphi application,delphi
36901997,How to print  as a character in printf,bash
36904769,I create search bar in java.But it has some error how i fixed it. Kindly help me,java
36906832,Whats wrong with this syntax,javascript
36907604,simpleform with Devise sign In,ruby-on-rails
36907716,How to break flow of code in Swift,ios
36908066,Warning mysqlfetchassoc expects parameter 1 to be resource null given,php
36909300,Looking for text editor with multiple functionalities,javascript
36909316,Why big websites dont prefer localstorage over cookie,javascript
36909598,Number function in javascript,javascript
36911947,Find items related to article by name,php
36912140,If an Algorithms running time can be expressed as function Fxn+logn2 ,algorithm
36913002,C# enum and radiobuttons,c#
36915081,ORACLE JOIN TABLES,sql
36915316,nodejsmysql The server closed the connection,mysql
36915429,error invalid types int 200float for array subscript,c++
36915804,REGEX notepad ++ Http www.abc.jpg http www.xyz.jpg http www.123.gif extension of Internet addresses to separate the links,html
36915878,total number of records and their reason sql server,sql
36918701,How to find all links to pictures from an html file,html
36919953,Best Practise Coding for R script running in production,r
36920505,R code  restructure data three columns of stacked data to rows,r
36922010,Scan a folder for files,c#
36923128,What does this jquery + struts construct do,jquery
36923182,R Remove a row from all data.frames in global environment,r
36923660,Interest rate program,c
36923738,Extract data from a string,c#
36924573,bash replace single quotes with double qoutes,bash
36924900,what does argument scale do actually because after running the code below the three columns 46 changed to decimals.,r
36926275,Why can I replace one word in a text file but not another,c++
36926276,Change input border color if text is typed,javascript
36929687,Android Shadow Effect on EditText Field.,android
36929845,Who to check if From Hour and To Hour are overlapped in java,java
36929920,Pass value from JavaScript to code behind C#,javascript
36930049,javascript innerhtml to print for loop,javascript
36930141,How to extract and display field in android,javascript
36931631,how do I create android app using wordpress database,android
36933082,jenkins authentication fails with gitlab,ssl
36933653,JAVAhow to get a value from another java file,java
36933993,Using  in ID atribute,jquery
36935116,infoWindow in google maps on multiple markers,javascript
36935828,SQL transaction rollback and commit,sql-server
36936291,PHP single  double quotes in CLI argument,shell
36938509,Angularjs 2 Quickstart,javascript
36944611,PHP How to add plus + character before double quotes and words without double quotes in string,php
36946229,How to remove bootstrap menu from my website,javascript
36946565,What is wrong with this DB Diagram,sql
36946724,PHP How to constantly add to a database,php
36946755,Xamarin studio can not start mac osx 10.11.5 beta,macos
36948311,Complex SQL Query or querries,sql
36948336,How to use arrays in VBA functions,arrays
36949214,How to split 4113.52318N in two parts in php,php
36950044,insert data in a stdmap,c++
36951177,how to fix the two button center and right side im expecting the best answer without using dp.please guide me,android
36951424,Find position where the member of two lists differs,python
36951948,Add User in my andiod app,android
36952429,How to crawl an ajax generate web page,php
36953408,Prolog recursive logic,recursion
36954135,Python  Code keeps returning an unwanted None statement,python
36954187,PHP  Entering data into a database,php
36955251,RCPP  temporary variable,c++
36955368,How to add hyperlink in this code,javascript
36956395,public DbObjectContext context  dbHelper  new DictionaryDatabasecontext this.db  dbHelper.getReadableDatabase,android
36956830,Error in windows forms,c#
36957088,need to move a variable folder based on date VBScript,vbscript
36957630,Wordpress functions.php has a parse error,php
36957967,CSS elements covering on hover,css
36958234,How to merge lines split with  at the very end with Python,python
36958484,c# How would you go about removing whitespace from a string without the use of methods such as .trim or .replace,c#
36958873,crm 2015 unsupported line of code  HTML Resource,html
36959007,Distant work for designer,django
36959304,Can you please look into screenshots Excel sheets,excel
36959865,How to write output compiler in java,java
36960115,Regex to remove spaces within square brackets Java,java
36960395,Pass a URL as a get parameter in php,php
36961156,How to embed GoogleMaps into mobile application for realtime navigation,android
36962037,What is the regex for checking format of a string,java
36962372,Read input file until certain line c++,c++
36962469,Python Idk what to do,python
36963121,Using Pattern in java,java
36963844,Difference between .. and ... in Ruby,ruby
36965334,Measure voltage using transistor with strange behaviour,electronics
36965408,Can it improve performance when I query specified partition table using parallelthanks in advance,oracle
36966262,ls and ls la not displaying a file that I am trying to compile Java,java
36966727,INLINE JAVASCRIPT ENABLEDISABLE SELECT AND TEXT BOX ON CLICK RADIO BUTTON,javascript
36967200,I cant figure out my error ,c
36969446,Why is my C++ program not working,c++
36970707,How give a app NAME instzead of sudo sails lift own app Name or commandline Please,sails.js
36972469,Two similar programs both have errors on final line,c
36973620,C++ how to handle class types when writing a scripting language,c++
36974315,Transitioning from sqlalchemy to postgres database,postgresql
36975553,MATLAB programming to detect data is Bimodal or Trimodal distribution,matlab
36975599,i want to do something when i close console VB window is that possible,.net
36976266,How to get data from an array inside an object in javascript,javascript
36976312,API to extract text from a image for andoird mobile,android
36977396,I has some wrong about insert data to SQLite. Please help me,android
36979298,Searching List dvd C #,c#
36979536,issetSESSIONid is not working properly,php
36979988,sorry my english bad I want to add localstorage for count up timer to if refresh it still running,javascript
36980523,Write a recursive function called rev which reverses the order of elements in an array,python
36981109,how to solve this error Access denied for user localhost to database kishan in php,javascript
36982325,How to share a list between two files,python
36982598,result of creating purchline with not existing purch order,axapta
36983015,already defined in .obj error or function template has already been define,c++
36983422,How to convert an image into a matrix in opencv,c++
36984342,converto c# private string to vb.net function,c#
36986056,Why + or + equal to 0 in javascript,javascript
36986391,Is there an equivalent Matlab dec2bin function in fortran,matlab
36986945,How do you in C++ of returning a default type for a class,c++
36988673,Generate random activation code in PHP,php
36988746,Modify a line by adding and deleting few coloumns using perl script inline,regex
36990010,How to send hidden info to database,php
36990789,C program please explain with answer,c
36992441,RegEX help working but need an exclusion,regex
36993833,make a batch file that adds iteself to startup and windows 10,windows
36994918,Passing objects in routing,angular
36994928,how to access key values in a json files dictionaries with python,python
36995142,Get the size of the window in Shiny,r
36995398,How to run multiple mix tasks in one command,elixir
36997619,sklearn stratified sampling based on a column,python
36997625,Angular 2  communication of typescript functions with external js libraries,javascript
36997845,adb.exe start server failed android studio,android
36997884,ow to create DOM model in IPHONE SDK,html
36998214,Leverage browser caching for external files,browser-cache
36998260,Prepend element to numpy array,python
36998632,Survey in Mysql,php
36999017,Symfony 3 createForm with construct parameters,php
36999406,Allowed memory size of 134217728 bytes exhausted tried to allocate 42 bytes,php
36999461,How to install only devDependencies using npm,node.js
36999489,SUM AND GROUPING JSON OUTPOUT,php
36999611,using list.files in R to find files that start with a specific string,r
36999770,Code Igniter authentication library,php
36999785,SQL  this is query is taking too much of time,sql
36999798,Accessing 32bit DLLs from 64bit code exe sample,mfc
37000213,how to check an ip address is local,python
37000385,Multiple svg with same IDs,javascript
37000606,How to do to display Times New Roman font in pdf using iTextSharp,c#
37000701,adb touchscreen swipe fail in a call,java
37001694,How to handle backslash character in PowerShell replace string operations,powershell
37002005,Vacation calculator in Excel,excel
37002229,how to remove whitespace between 2 paragraphs in IOS using swift,html
37002233,rotate animation in jquery or css,javascript
37003316,How to make the emitter listener in android work when the internet goes off and comes back on,java
37003379,imagepngbase64 what does it do,javascript
37003469,Laravel migrations change default value of column,php
37003481,How to resolve Warning debug info can be unavailable. Please close other application using ADB Restart ADB integration and try again,android
37004249,Please help me on this C++ program on array of objects,c++
37004345,How to exclude classes from the coverage calculation in EclEmma without actually excluding them from the coverage itself,java
37004559,How to Edit a File Text in Perl,perl
37004737,Whats the character code for exclamation mark in circle,unicode
37004771,how to store last character of the world from the string into an array without using any predefine php function,php
37005566,Im supposed to be reading data from a file and dumping part of it into another text file. But Im having an error,java
37006087,Can we turn off chatty in logcat,android
37006365,Run multiple android app instances like parallel space,android
37006954,Art Verification of X took Y ms,android
37007109,Django 1.9  JSONField in Models,django
37007322,Open remove text and save a text file C#,c#
37007994,Android MVP where check internet connection,android
37008089,HtmlDocument does not contain a constructore that takes 1 arguments,c#
37008713,Rails 5.1 Routes dynamic action parameters,ruby-on-rails-5
37008848,basic pyodbc bulk insert,python
37009441,error expected primaryexpression before  token. What am I missing,c++
37009498,Are monitors deadlock free,java
37009844,Combine certain tuples in a list,python
37010507,How to bubble up angular2 custom event,typescript
37010535,How does git flow handle hotfix to older release or point release of older release,git
37011291,python wand.image is not recognized,python-2.7
37011409,How do I sum across certain columns,r
37011894,Circe instances for encodingdecoding sealed trait instances of arity 0,scala
37012053,jQuery Select Failed To Change Input Value,php
37012082,CursorIndexOutOfBoundsException SQLITE ERROR,android
37012454,How do i order a column in sql server in following manner,sql-server
37012958,Can anyone explain this code to me in plain english Thanks,java
37013151,Why does Arrays.asList return a fixedsize List,java
37013726,not get mysql db data .... into html page with php stumped,php
37013784,Javascript to jquery convertion,javascript
37014221,Logback SizeAndTimeBasedRollingPolicy not honoring totalSizeCap,java
37014313,ScalaTest DeferredAbortedSuite error when running simple tests.,scala
37014795,Calculate time difference in word VBA,vba
37015827,Difference between InMemory cache and InMemory Database,caching
37016654,I can start my video but cant play it,html
37017192,Content Security Policy directive scriptsrc self blob filesystem chromeextensionresource While fetching whether,javascript
37017244,Uploading a file to a S3 bucket with a prefix using Boto3,python
37017351,Multiple Datasets in One SSRS,c#
37017407,Where can I upload a JSON file and get JSONP support,json
37018085,Python dictionary doesnt have all the keys assigned or items,python
37018469,Why does 1ul  64 return 1 instead of 0,c
37018567,Why my gradle projects creates separated modules for main and test in Intellij Idea,intellij-idea
37020418,create zip file in .net with password,c#
37021438,How to generate sitemap with react router,reactjs
37021899,Division by zero error in a code,php
37022139,Android Studio product flavor combination with more than two flavor dimensions flavor groups,android
37022460,Best practies CodeIgniter Templating,php
37022526,Angular 2  404 traceur not found,angular
37022602,How to get sum of array with for loop,javascript
37022749,Is there a hdfs command to list files in HDFS directory as per timestamp,hadoop
37023066,lodash .contains one of multiple values in string,javascript
37023201,How can I take care that the  is after the text,css
37023325,mysqlerror not displaying an error in php,php
37023552,Shortest way to iterate over nonlist,java
37023557,What does version name cp27 or cp35 mean in Python,python
37023662,How to implement full calendar using angular js,javascript
37023920,android how to get all the parameter in following response,android
37024263,Getting error in Android Studio 2.1 with java 8,java
37024314,Possible regression in G++ 6.1.0,c++
37024343,Why cant I use return in lambda function in python,python
37028316,Find the mode in array,java
37030662,visual studio  blank screen as output,c++
37032342,C#  Loop without IF or SWITCH condition within it,c#
37032360,C programming copying binary files.Using fread  fwrite,c
37032374,HOW CAN I SELECT DATA FROM DIFERENT TABLES MYSQL,mysql
37033573,Migration from CVS to GIT  simplest way,git
37034622,My C code gives me result that is not correctarray operation,c
37034926,Please if someone can center this for me its will be great,html
37035043,Java if statement beginner request,java
37035556,My PHP script is not returning data to AJAX script,php
37036425,c# write to file try catches,c#
37036706,learn C# for Xamarin,c#
37037630,undefined reference to outputVLI,c++
37037787,Unable to perform php in command line,php
37039642,Getting a specific value from array,php
37040510,I cant run my phonegap app on mobile,android
37040934,C Take parts from a string without a delimeter using strstr,c
37043122,Find missing elements in an ordered array consists of number sequences Ruby,arrays
37043653,change mobile number prefix i.e. +92 to 0,java
37045191,Is it possible to transfer data from Python to HTML templateWebsite Using Flask,python
37045741,What is the benefit of having user defined return type over predefined datatype for a method in C#,c#
37045803,C# do something based on image detection,c#
37045886,PHP Imploding Multidimention Array,php
37045897,Is the identifier in a for loop a variable  Python,python
37047049,There is an error in my app. Hlp me pls,java
37048875,How to get list  total number of friends who are invited using FB.Mobile.AppInvite while integrating Facebook SDK in Unity3D,facebook
37049465,Localstorage encryption alogorithms,javascript
37049579,Dictionary being treated as NoneType Python 3.5.1,python
37050409,how to identify records based on most recent scan,sql
37050914,if else condition in java android,java
37051928,C# class uses in classes wht it dosent work,c#
37052180,Value of a for loop in Ruby,ruby
37052797,Create a Stored Procedure in Firebird from Delphi code,delphi
37055169,Ms SQL 2012 Column names into result values,sql
37060178,binomial distribution with matlab,matlab
37064481,iBeacon possible to wake up an app,iphone
37065677,Wierd behaviour of getline in C++ ,c++
37065728,how to assign values from vardump output to variables in php,php
37066331,Using Headers with dynamic values in Feign client + Spring Cloud Brixton RC2,spring
37067467,Sending a persistent message in RabbitMQ via HTTP API,api
37067619,Do I need to replace NSURLConnection in order to achieve mandatory support for IPv6only services,ios
37067726,Javascript do both If and Else condition PHP,javascript
37067895,How to store the output of a command in a variable at the same time as printing the output,bash
37068279,Grunt watch not running less after error correction,javascript
37068723,extracting data from .txt file using python,python
37069219,How to cut date from date,shell
37069609,Show loading screen when navigating between routes in Angular 2,html
37070175,MySql Error ASP.NET,mysql
37070940,A list and its positions,python
37071329,Sammy.js cache and scroll position when going back in history,javascript
37071867,C# How can I get Process.Start to open an explorer window to the parent of cde etc.,c#
37072245,Check return status of psql command in unix shell scripting,postgresql
37072843,Docker phpfpmnginx setup phpfpm throwing blank 500 no error logs,php
37072844,Select Subset of Columns based on Vector R,r
37072992,can anyone please tell me how to create a custom datePicker view in android. I have searched the whole google but could not find it.,android
37073271,Programatically create a complex JSONArray in Android,java
37074485,Angular2 rxjs missing observable.interval method,typescript
37074872,Android  FileProvider on custom external storage folder,android
37075030,Custom alerts in iOS 9,swift
37075486,VS Code What is the difference between push and publish,git
37075663,Markdown How to reference an item in a numbered list by number like LaTeXs ref  label,latex
37075858,JavaScript giving nonsense errors,javascript
37075871,Can i bind an error message to a TextInputLayout,android
37076113,MockRestServiceServer simulate backend timeout in integration test,java
37076477,sort array of object for some keys in javascript,javascript
37076814,Chrome console  breakpoint over whole file,javascript
37077474,linq to sql how to select data from two tables with groupby and orderby,linq
37077487,Enable CORS for health endpoint in Spring Boot Actuator,spring
37077707,Launch an event when checking a checkbox in Angular2,html
37077892,I wan to generate a random even number between min and max using this function. what do i need to change in this function,javascript
37078494,Dynamic routerLink value from ngFor item giving error Got interpolation  where expression was expected,angular
37078709,Angular 2 check if shift key is down when an element is clicked,angular
37078710,How Do We Inherit Test Classes Across Android Library Modules,android
37078774,Cant always set React Native breakpoints in Chrome,react-native
37078838,HTML CSS picture positioning,html
37078968,How to specify the path of package.json to npm,node.js
37078970,Sequelize Using Multiple Databases,javascript
37079399,PHP  Difficulties Writing New Line,php
37079847,Is it ok to use ReactDOMServer.renderToString in the browser in areas where React isnt directly managing the DOM,reactjs
37080472,How to fully pass a List,c#
37080490,Experiment With C,c
37080635,slack webhook html table,webhooks
37081177,I need to make my app work in background even if its closed,android
37081350,Check how many times was form submited,javascript
37081521,Regex replace +46 to 0 JavaScript,javascript
37081666,media query does not switch below 768 when resize window,twitter-bootstrap
37082380,What wrong in the SELECT CODE,mysql
37082409,Generate random equations with random numbers,javascript
37083058,Programmatically searching google in Python using custom search,python
37083326,Use a CURSOR to move data in MS SQL,sql-server
37083920,Is it safe to delete rootsent in ubuntu,ubuntu
37084019,Ocaml How can I return the first element of a list and after that remove it from the list,list
37084620,why is the output of this program 0 in c,c
